StudentID;CourseM1 index;ProfID;Subject; Attendance at this course; Number of this course;CourseM2 index;ProfID;Subject;Attendance at this course;Number of this course;CourseM3 index;ProfID;Subject;Attendance at this course;Number of this course;CourseM4 index;ProfID;Subject;Attendance at this course;Number of this course;CourseM5 index;ProfID;Subject;Attendance at this course;Number of this course;CourseT1 index;ProfID;Subject;Attendance at this course;Number of this course;CourseT2 index;ProfID;Subject;Attendance at this course;Number of this course;CourseT3 index;ProfID;Subject;Attendance at this course;Number of this course;CourseT4 index;ProfID;Subject;Attendance at this course;Number of this course;CourseT5 index;ProfID;Subject;Attendance at this course;Number of this course;CourseW1 index;ProfID;Subject;Attendance at this course;Number of this course;CourseW2 index;ProfID;Subject;Attendance at this course;Number of this course;CourseW3 index;ProfID;Subject;Attendance at this course;Number of this course;CourseW4 index;ProfID;Subject;Attendance at this course;Number of this course;CourseW5 index;ProfID;Subject;Attendance at this course;Number of this course;CourseTH1 index;ProfID;Subject;Attendance at this course;Number of this course;CourseTH2 index;ProfID;Subject;Attendance at this course;Number of this course;CourseTH3 index;ProfID;Subject;Attendance at this course;Number of this course;CourseTH4 index;ProfID;Subject;Attendance at this course;Number of this course;CourseTH5 index;ProfID;Subject;Attendance at this course;Number of this course;CourseF1 index;ProfID;Subject;Attendance at this course;Number of this course;CourseF2 index;ProfID;Subject;Attendance at this course;Number of this course;CourseF3 index;ProfID;Subject;Attendance at this course;Number of this course;CourseF4 index;ProfID;Subject;Attendance at this course;Number of this course;CourseF5 index;ProfID;Subject;Attendance at this course;Number of this course;Class
12345;1,1;;Free;0;0;1,2;23465;History;0;0;1,3;23464;Geography;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23463;Geometry;0;0;2,2;23462;Algebra;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;23461;Probabilities;0;0;3,4;23457;Fluid Mechanics;0;0;3,5;;Free;0;0;4,1;;Free;0;0;4,2;;Free;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23460;Object-Oriented Programming;0;0;5,2;23459;Data Structure and Algorithm;0;0;5,3;23458;Numerical Analysis;0;0;5,4;23456;Statistical Inference;0;0;5,5;;Free;0;0;A2
12346;1,1;;Free;0;0;1,2;23465;History;0;0;1,3;23464;Geography;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23463;Geometry;0;0;2,2;23462;Algebra;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;23461;Probabilities;0;0;3,4;23457;Fluid Mechanics;0;0;3,5;;Free;0;0;4,1;;Free;0;0;4,2;;Free;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23460;Object-Oriented Programming;0;0;5,2;23459;Data Structure and Algorithm;0;0;5,3;23458;Numerical Analysis;0;0;5,4;23456;Statistical Inference;0;0;5,5;;Free;0;0;A2
12347;1,1;23464;Geography;0;0;1,2;23463;Geometry;0;0;1,3;23465;History;0;0;1,4;23462;Algebra;0;0;1,5;;Free;0;0;2,1;23461;Probabilities;0;0;2,2;;Free;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23457;Fluid Mechanics;0;0;4,4;23456;Statistical Inference;0;0;4,5;23460;Object-Oriented Programming;0;0;5,1;;Free;0;0;5,2;;Free;0;0;5,3;;Free;0;0;5,4;23458;Numerical Analysis;0;0;5,5;23459;Data Structure and Algorithm;0;0;A1
12348;1,1;23476;Accountancy;0;0;1,2;23477;Marketing;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;;Free;0;0;2,2;;Free;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;23478;Management;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23479;Economy;0;0;5,2;23480;Psychology;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A5
12349;1,1;23475;Ethics;0;0;1,2;23474;Vector Analysis;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23473;Philosophy;0;0;2,2;23472;Thermodynamics;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;23471;Greek;0;0;3,2;23470;Latin;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23469;Biology;0;0;5,2;23468;Litterature;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23467;French;0;0;5,2;23466;English;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A4
12350;1,1;23466;English;0;0;1,2;23467;French;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23468;Litterature;0;0;2,2;23469;Biology;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;23470;Latin;0;0;3,2;23471;Greek;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23472;Thermodynamics;0;0;5,2;23473;Philosophy;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23474;Vector Analysis;0;0;5,2;23475;Ethics;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A3
12351;1,1;23464;Geography;0;0;1,2;23463;Geometry;0;0;1,3;23465;History;0;0;1,4;23462;Algebra;0;0;1,5;;Free;0;0;2,1;23461;Probabilities;0;0;2,2;;Free;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23457;Fluid Mechanics;0;0;4,4;23456;Statistical Inference;0;0;4,5;23460;Object-Oriented Programming;0;0;5,1;;Free;0;0;5,2;;Free;0;0;5,3;;Free;0;0;5,4;23458;Numerical Analysis;0;0;5,5;23459;Data Structure and Algorithm;0;0;A1
12352;1,1;;Free;0;0;1,2;;Free;0;0;1,3;23461;Probabilities;0;0;1,4;23465;History;0;0;1,5;23464;Geography;0;0;2,1;;Free;0;0;2,2;23463;Geometry;0;0;2,3;;Free;0;0;2,4;23462;Algebra;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23456;Statistical Inference;0;0;5,2;23457;Fluid Mechanics;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23458;Numerical Analysis;0;0;5,2;23460;Object-Oriented Programming;0;0;5,3;23459;Data Structure and Algorithm;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B1
12353;1,1;;Free;0;0;1,2;;Free;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23456;Statistical Inference;0;0;2,2;23457;Fluid Mechanics;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;23458;Numerical Analysis;Free;0;0;3,2;23459;Data Structure and Algorithm;0;0;3,3;23460;Object-Oriented Programming;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23465;History;0;0;4,4;23464;Geography;0;0;4,5;23463;Geometry;0;0;5,1;23462;Algebra;0;0;5,2;23461;Probabilities;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B2
12354;1,1;23475;Ethics;0;0;1,2;23474;Vector Analysis;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23473;Philosophy;0;0;2,2;23472;Thermodynamics;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;23471;Greek;0;0;3,2;23470;Latin;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23469;Biology;0;0;5,2;23468;Litterature;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23467;French;0;0;5,2;23466;English;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A4
12355;1,1;;Free;0;0;1,2;;Free;0;0;1,3;23475;Ethics;0;0;1,4;23474;Vector Analysis;0;0;1,5;;Free;0;0;2,1;;Free;0;0;2,2;;Free;0;0;2,3;23473;Philosophy;0;0;2,4;23472;Thermodynamics;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;23471;Greek;0;0;3,5;23470;Latin;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23469;Biology;0;0;4,4;23468;Litterature;0;0;4,5;;Free;0;0;5,1;;Free;0;0;5,2;23467;French;0;0;5,3;23466;English;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B4
12356;1,1;23476;Accountancy;0;0;1,2;23477;Marketing;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;;Free;0;0;2,2;;Free;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;23478;Management;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23479;Economy;0;0;5,2;23480;Psychology;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A5
12357;1,1;23466;English;0;0;1,2;23467;French;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23468;Litterature;0;0;2,2;23469;Biology;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;23470;Latin;0;0;3,2;23471;Greek;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23472;Thermodynamics;0;0;5,2;23473;Philosophy;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23474;Vector Analysis;0;0;5,2;23475;Ethics;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A3
12358;1,1;;Free;0;0;1,2;;Free;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23456;Statistical Inference;0;0;2,2;23457;Fluid Mechanics;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;23458;Numerical Analysis;Free;0;0;3,2;23459;Data Structure and Algorithm;0;0;3,3;23460;Object-Oriented Programming;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23465;History;0;0;4,4;23464;Geography;0;0;4,5;23463;Geometry;0;0;5,1;23462;Algebra;0;0;5,2;23461;Probabilities;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B2
12359;1,1;;Free;0;0;1,2;;Free;0;0;1,3;23461;Probabilities;0;0;1,4;23465;History;0;0;1,5;23464;Geography;0;0;2,1;;Free;0;0;2,2;23463;Geometry;0;0;2,3;;Free;0;0;2,4;23462;Algebra;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23456;Statistical Inference;0;0;5,2;23457;Fluid Mechanics;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23458;Numerical Analysis;0;0;5,2;23460;Object-Oriented Programming;0;0;5,3;23459;Data Structure and Algorithm;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B1
12360;1,1;;Free;0;0;1,2;;Free;0;0;1,3;23467;French;0;0;1,4;23468;Litterature;0;0;1,5;;Free;0;0;2,1;;Free;0;0;2,2;;Free;0;0;2,3;23469;Biology;0;0;2,4;23470;Latin;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;23471;Greek;0;0;3,4;23472;Thermodynamics;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23473;Philosophy;0;0;4,4;23474;Vector Analysis;0;0;4,5;;Free;0;0;5,1;;Free;0;0;5,2;;Free;0;0;5,3;23475;Ethics;0;0;5,4;23466;English;0;0;5,5;;Free;0;0;B3
12361;1,1;;Free;0;0;1,2;;Free;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;;Free;0;0;2,2;23476;Accountancy;0;0;2,3;23477;Marketing;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;23478;Management;0;0;3,5;;Free;0;0;4,1;23479;Economy;0;0;5,2;23480;Psychology;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;;Free;0;0;5,2;;Free;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B5
12362;1,1;;Free;0;0;1,2;;Free;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;;Free;0;0;2,2;23476;Accountancy;0;0;2,3;23477;Marketing;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;23478;Management;0;0;3,5;;Free;0;0;4,1;23479;Economy;0;0;5,2;23480;Psychology;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;;Free;0;0;5,2;;Free;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B5
12363;1,1;;Free;0;0;1,2;;Free;0;0;1,3;23475;Ethics;0;0;1,4;23474;Vector Analysis;0;0;1,5;;Free;0;0;2,1;;Free;0;0;2,2;;Free;0;0;2,3;23473;Philosophy;0;0;2,4;23472;Thermodynamics;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;;Free;0;0;3,4;23471;Greek;0;0;3,5;23470;Latin;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23469;Biology;0;0;4,4;23468;Litterature;0;0;4,5;;Free;0;0;5,1;;Free;0;0;5,2;23467;French;0;0;5,3;23466;English;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B4
12364;1,1;23466;English;0;0;1,2;23467;French;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23468;Litterature;0;0;2,2;23469;Biology;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;23470;Latin;0;0;3,2;23471;Greek;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23472;Thermodynamics;0;0;5,2;23473;Philosophy;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23474;Vector Analysis;0;0;5,2;23475;Ethics;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A3
12365;1,1;23475;Ethics;0;0;1,2;23474;Vector Analysis;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23473;Philosophy;0;0;2,2;23472;Thermodynamics;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;23471;Greek;0;0;3,2;23470;Latin;0;0;3,3;;Free;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;23469;Biology;0;0;5,2;23468;Litterature;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23467;French;0;0;5,2;23466;English;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;A4
12367;1,1;;Free;0;0;1,2;23465;History;0;0;1,3;23464;Geography;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23463;Geometry;0;0;2,2;23462;Algebra;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;3,1;;Free;0;0;3,2;;Free;0;0;3,3;23461;Probabilities;0;0;3,4;23457;Fluid Mechanics;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;;Free;0;0;4,4;;Free;0;0;4,5;;Free;0;0;5,1;23460;Object-Oriented Programming;0;0;5,2;23459;Data Structure and Algorithm;0;0;5,3;23458;Numerical Analysis;0;0;5,4;23456;Statistical Inference;0;0;5,5;;Free;0;0;A2
12368;1,1;;Free;0;0;1,2;;Free;0;0;1,3;;Free;0;0;1,4;;Free;0;0;1,5;;Free;0;0;2,1;23456;Statistical Inference;0;0;2,2;23457;Fluid Mechanics;0;0;2,3;;Free;0;0;2,4;;Free;0;0;2,5;;Free;0;0;23458;Numerical Analysis;Free;0;0;3,2;23459;Data Structure and Algorithm;0;0;3,3;23460;Object-Oriented Programming;0;0;3,4;;Free;0;0;3,5;;Free;0;0;4,1;;Free;0;0;5,2;;Free;0;0;4,3;23465;History;0;0;4,4;23464;Geography;0;0;4,5;23463;Geometry;0;0;5,1;23462;Algebra;0;0;5,2;23461;Probabilities;0;0;5,3;;Free;0;0;5,4;;Free;0;0;5,5;;Free;0;0;B2
